localidade,data,precipitacao,pressao_atmosferica,radiacao_solar_global,temperatura_bulbo_seco,temperatura_orvalho,umidade_relativa,velocidade_vento
BRASILIA,2020-02-06T00:00:00Z,31.2,887.01,918.94,20.42,18.23,88.0,1.79
BRASILIA,2020-02-07T00:00:00Z,23.6,885.19,1127.32,18.78,17.35,91.42,3.56
BRASILIA,2020-02-08T00:00:00Z,25.4,885.45,1087.11,18.6,17.56,93.67,3.11
BRASILIA,2020-02-09T00:00:00Z,8.2,887.9,1668.28,19.1,17.03,88.08,4.16
BRASILIA,2020-02-10T00:00:00Z,1.4,889.1,815.0,21.09,16.88,79.12,2.82
BRASILIA,2020-02-11T00:00:00Z,2.8,887.93,1640.91,21.77,18.01,80.58,1.17
BRASILIA,2020-02-12T00:00:00Z,2.8,886.62,1681.28,21.76,18.4,81.75,1.82
BRASILIA,2020-02-13T00:00:00Z,2.6,886.93,1297.25,21.48,17.89,81.92,1.95
BRASILIA,2020-02-14T00:00:00Z,5.4,886.88,1655.17,22.02,18.47,81.46,1.29
BRASILIA,2020-02-15T00:00:00Z,1.4,886.68,1790.98,21.88,18.11,80.25,1.68
BRASILIA,2020-02-16T00:00:00Z,0.0,886.59,1187.03,22.62,18.3,78.0,1.61
BRASILIA,2020-02-17T00:00:00Z,0.0,886.43,813.81,23.24,17.93,74.08,2.25
BRASILIA,2020-02-18T00:00:00Z,0.0,886.95,693.32,23.32,16.82,68.62,1.91
BRASILIA,2020-02-19T00:00:00Z,4.4,885.35,1336.48,23.26,17.6,71.46,1.84
BRASILIA,2020-02-20T00:00:00Z,1.0,885.19,1530.89,22.24,18.47,80.62,1.97
BRASILIA,2020-02-21T00:00:00Z,18.0,886.21,1254.21,22.1,17.69,77.75,1.97
BRASILIA,2020-02-22T00:00:00Z,3.6,887.22,1811.44,22.49,18.32,78.17,1.24
BRASILIA,2020-02-23T00:00:00Z,0.2,887.89,1576.13,21.8,18.4,81.79,1.49
BRASILIA,2020-02-24T00:00:00Z,20.6,887.45,1901.51,20.55,18.48,88.38,1.3
BRASILIA,2020-02-25T00:00:00Z,0.2,887.28,1272.92,21.18,18.4,85.12,1.6
BRASILIA,2020-02-26T00:00:00Z,2.6,886.41,1517.01,21.17,18.63,86.04,1.58
BRASILIA,2020-02-27T00:00:00Z,0.0,885.73,1592.96,22.69,17.69,75.67,2.11
BRASILIA,2020-02-28T00:00:00Z,10.6,887.41,948.06,21.56,18.98,85.71,1.45
BRASILIA,2020-02-29T00:00:00Z,5.2,888.42,1528.23,20.24,18.19,88.46,1.35
BRASILIA,2020-03-01T00:00:00Z,2.8,887.27,1026.76,21.05,18.13,84.29,1.38
BRASILIA,2020-03-02T00:00:00Z,8.4,885.59,1180.92,21.46,18.76,85.33,1.75
BRASILIA,2020-03-03T00:00:00Z,27.8,885.48,825.12,21.48,18.08,82.42,1.96
BRASILIA,2020-03-04T00:00:00Z,0.0,886.66,993.62,22.1,18.05,79.08,2.0
BRASILIA,2020-03-05T00:00:00Z,17.4,887.35,1313.02,21.34,18.59,85.12,1.52
BRASILIA,2020-03-06T00:00:00Z,30.0,887.07,1392.3,19.3,18.11,92.96,2.1
BRASILIA,2020-03-07T00:00:00Z,10.4,885.51,1944.86,20.28,18.25,88.5,1.65
BRASILIA,2020-03-08T00:00:00Z,0.6,885.63,1955.35,21.58,17.88,81.08,1.55
BRASILIA,2020-03-09T00:00:00Z,20.4,887.2,1834.4,21.8,18.15,81.04,1.78
BRASILIA,2020-03-10T00:00:00Z,0.0,887.09,1464.22,22.85,17.95,75.0,2.76
BRASILIA,2020-03-11T00:00:00Z,0.0,886.02,1636.8,22.45,17.69,75.67,2.49
BRASILIA,2020-03-12T00:00:00Z,0.0,886.68,1472.56,21.88,18.22,80.38,2.11
BRASILIA,2020-03-13T00:00:00Z,0.0,887.06,1474.79,22.56,17.69,75.12,2.64
BRASILIA,2020-03-14T00:00:00Z,0.0,887.48,1657.44,22.97,17.29,71.46,2.93
BRASILIA,2020-03-15T00:00:00Z,0.0,887.72,1743.13,22.7,16.62,70.04,2.99
BRASILIA,2020-03-16T00:00:00Z,0.0,887.75,608.41,21.46,14.68,67.5,1.56
BRASILIA,2020-03-17T00:00:00Z,0.0,887.49,1165.7,21.78,16.26,72.58,1.42
BRASILIA,2020-03-18T00:00:00Z,0.0,887.05,1204.15,23.58,16.38,67.62,1.17
BRASILIA,2020-03-19T00:00:00Z,0.0,885.61,977.49,23.1,17.8,73.83,1.51
BRASILIA,2020-03-20T00:00:00Z,42.2,884.75,948.65,21.6,18.14,81.62,2.58
BRASILIA,2020-03-21T00:00:00Z,0.2,885.36,1193.77,21.33,18.37,84.0,2.92
BRASILIA,2020-03-22T00:00:00Z,20.2,886.89,1185.53,21.35,18.61,85.46,2.14
BRASILIA,2020-03-23T00:00:00Z,4.6,887.4,1166.2,21.52,19.23,87.46,1.21
BRASILIA,2020-03-24T00:00:00Z,20.2,886.92,959.03,19.9,18.48,91.71,2.47
BRASILIA,2020-03-25T00:00:00Z,29.0,886.12,1216.65,19.74,18.12,90.67,2.62
BRASILIA,2020-03-26T00:00:00Z,31.4,885.72,1125.83,19.5,18.13,92.17,2.36
BRASILIA,2020-03-27T00:00:00Z,5.6,885.67,978.62,20.58,18.28,87.21,2.49
BRASILIA,2020-03-28T00:00:00Z,11.4,887.69,1448.06,20.75,18.07,85.12,2.16
BRASILIA,2020-03-29T00:00:00Z,0.2,888.66,1883.88,22.08,17.63,77.96,2.64
BRASILIA,2020-03-30T00:00:00Z,0.0,887.86,1613.76,22.84,16.55,69.62,2.73
BRASILIA,2020-03-31T00:00:00Z,0.0,886.6,1479.68,22.92,15.87,66.67,2.23
BRASILIA,2020-04-01T00:00:00Z,0.0,886.8,1256.89,23.57,16.06,64.46,1.85
BRASILIA,2020-04-02T00:00:00Z,0.0,888.01,1318.26,24.19,16.77,64.88,1.87
BRASILIA,2020-04-03T00:00:00Z,0.0,886.41,1370.64,24.06,17.53,68.96,2.05
BRASILIA,2020-04-04T00:00:00Z,0.0,885.76,1464.15,23.79,17.69,71.58,1.93
BRASILIA,2020-04-05T00:00:00Z,6.2,887.29,683.45,23.38,18.78,76.75,1.51
BRASILIA,2020-04-06T00:00:00Z,4.4,888.17,1199.64,22.85,19.39,81.75,1.5
BRASILIA,2020-04-07T00:00:00Z,1.8,887.72,675.61,21.85,18.93,84.88,1.2
BRASILIA,2020-04-08T00:00:00Z,17.6,886.92,1061.82,21.34,18.93,86.79,1.46
BRASILIA,2020-04-09T00:00:00Z,8.8,886.03,1234.96,21.52,18.31,83.04,1.46
BRASILIA,2020-04-10T00:00:00Z,16.0,886.13,1003.72,22.76,16.98,72.54,1.49
BRASILIA,2020-04-11T00:00:00Z,1.2,886.44,1328.47,22.32,17.1,74.08,1.3
BRASILIA,2020-04-12T00:00:00Z,0.6,887.52,1067.97,22.06,17.62,77.88,1.38
BRASILIA,2020-04-13T00:00:00Z,3.6,887.22,1087.05,22.11,18.15,79.92,1.94
BRASILIA,2020-04-14T00:00:00Z,0.0,886.1,991.71,21.27,17.08,78.08,2.33
BRASILIA,2020-04-15T00:00:00Z,9.4,886.39,1101.63,19.26,16.89,86.42,1.85
BRASILIA,2020-04-16T00:00:00Z,29.6,889.25,1115.89,19.19,18.0,92.92,2.45
BRASILIA,2020-04-17T00:00:00Z,0.4,889.75,1353.26,21.02,18.22,84.79,2.8
BRASILIA,2020-04-18T00:00:00Z,8.2,889.72,1443.36,20.92,18.37,85.92,2.01
BRASILIA,2020-04-19T00:00:00Z,0.0,889.65,1563.25,21.05,17.9,83.0,2.72
BRASILIA,2020-04-20T00:00:00Z,0.2,889.14,1582.34,20.58,17.62,83.71,2.65
BRASILIA,2020-04-21T00:00:00Z,5.4,888.48,1298.17,19.96,17.87,87.96,2.01
BRASILIA,2020-04-22T00:00:00Z,23.8,887.72,1369.65,19.6,18.05,90.92,1.58
BRASILIA,2020-04-23T00:00:00Z,41.2,887.2,1612.32,19.93,18.35,90.79,2.07
BRASILIA,2020-04-24T00:00:00Z,1.4,888.27,1575.02,20.68,17.96,85.08,2.42
BRASILIA,2020-04-25T00:00:00Z,0.0,889.69,1303.48,20.42,16.13,77.54,3.3
BRASILIA,2020-04-26T00:00:00Z,0.0,890.22,1615.25,19.51,14.52,74.04,2.59
BRASILIA,2020-04-27T00:00:00Z,0.0,890.51,1499.18,20.08,14.75,73.04,3.06
BRASILIA,2020-04-28T00:00:00Z,0.0,890.34,1424.68,19.71,14.05,71.21,2.69
BRASILIA,2020-04-29T00:00:00Z,0.0,890.55,1346.72,19.44,13.4,70.21,1.94
BRASILIA,2020-04-30T00:00:00Z,0.0,889.98,1377.02,19.94,13.6,68.54,1.82
BRASILIA,2020-05-01T00:00:00Z,0.0,890.54,1145.35,19.87,13.3,68.5,1.45
BRASILIA,2020-05-02T00:00:00Z,0.0,889.65,994.44,19.99,12.5,65.33,1.29
BRASILIA,2020-05-03T00:00:00Z,0.0,888.45,1376.48,19.5,11.38,63.17,1.22
BRASILIA,2020-05-04T00:00:00Z,0.0,887.31,1656.47,19.71,10.25,57.92,1.37
BRASILIA,2020-05-05T00:00:00Z,0.0,887.2,1645.34,20.44,12.34,62.5,1.69
BRASILIA,2020-05-06T00:00:00Z,0.0,887.74,1699.47,20.15,14.82,73.58,1.31
BRASILIA,2020-05-07T00:00:00Z,0.0,888.48,1799.43,19.25,15.84,81.04,1.45
BRASILIA,2020-05-08T00:00:00Z,0.0,889.97,1573.66,19.39,16.12,82.17,2.46
BRASILIA,2020-05-09T00:00:00Z,0.0,890.78,1563.97,18.16,15.17,83.42,2.93
BRASILIA,2020-05-10T00:00:00Z,0.0,890.83,1662.9,18.68,13.72,74.79,2.5
BRASILIA,2020-05-11T00:00:00Z,0.0,890.52,1764.58,18.82,12.21,68.75,2.39
BRASILIA,2020-05-12T00:00:00Z,0.0,889.32,1706.72,19.22,12.44,66.04,2.34
BRASILIA,2020-05-13T00:00:00Z,0.0,888.03,1568.19,19.77,14.5,73.0,2.0
BRASILIA,2020-05-14T00:00:00Z,6.2,888.15,1353.09,19.25,15.77,81.46,1.14
BRASILIA,2020-05-15T00:00:00Z,1.4,888.6,624.55,20.05,17.12,84.29,1.19
BRASILIA,2020-05-16T00:00:00Z,21.2,888.31,941.5,19.53,17.42,88.29,1.21
BRASILIA,2020-05-17T00:00:00Z,0.2,888.78,1343.52,19.2,16.82,87.0,2.01
BRASILIA,2020-05-18T00:00:00Z,0.0,890.03,1707.87,19.95,16.3,80.96,2.59
BRASILIA,2020-05-19T00:00:00Z,0.0,890.85,1609.3,19.15,14.8,76.62,2.84
BRASILIA,2020-05-20T00:00:00Z,0.0,891.3,1539.34,19.0,15.63,81.17,3.1
BRASILIA,2020-05-21T00:00:00Z,0.0,890.91,1463.28,19.35,14.47,75.62,2.61
BRASILIA,2020-05-22T00:00:00Z,0.0,890.36,1557.68,20.38,15.23,73.42,2.29
BRASILIA,2020-05-23T00:00:00Z,0.0,889.79,1307.97,21.17,15.44,71.96,1.63
BRASILIA,2020-05-24T00:00:00Z,0.0,889.0,1592.59,20.38,17.38,84.0,1.78
BRASILIA,2020-05-25T00:00:00Z,0.2,888.07,1540.3,20.53,16.95,81.75,1.73
BRASILIA,2020-05-26T00:00:00Z,0.0,888.08,1453.99,19.14,13.61,73.33,1.71
BRASILIA,2020-05-27T00:00:00Z,0.0,888.27,1605.12,16.89,8.11,60.58,1.51
BRASILIA,2020-05-28T00:00:00Z,0.0,888.8,1494.62,16.94,9.4,65.42,1.47
BRASILIA,2020-05-29T00:00:00Z,0.0,889.75,1645.85,17.2,9.24,61.58,2.4
BRASILIA,2020-05-30T00:00:00Z,0.0,889.6,1460.48,16.87,9.93,65.25,2.18
BRASILIA,2020-05-31T00:00:00Z,0.0,889.4,1203.42,17.07,9.85,65.0,1.64
BRASILIA,2020-06-01T00:00:00Z,0.0,888.7,1477.55,17.79,10.82,66.96,1.55
BRASILIA,2020-06-02T00:00:00Z,0.0,888.63,1025.23,18.64,12.79,71.75,1.6
BRASILIA,2020-06-03T00:00:00Z,0.0,889.27,1472.04,20.11,14.09,71.08,1.68
BRASILIA,2020-06-04T00:00:00Z,0.0,890.42,1608.8,20.86,15.47,72.62,2.64
BRASILIA,2020-06-05T00:00:00Z,0.0,891.06,1602.11,20.76,15.53,73.46,2.4
BRASILIA,2020-06-06T00:00:00Z,0.0,890.96,1490.38,20.62,14.96,71.96,1.71
BRASILIA,2020-06-07T00:00:00Z,0.0,890.99,1583.87,20.5,14.2,69.71,2.24
BRASILIA,2020-06-08T00:00:00Z,0.0,890.41,1642.11,19.83,14.25,72.46,2.06
BRASILIA,2020-06-09T00:00:00Z,0.0,889.49,1610.42,20.21,13.22,66.92,2.15
BRASILIA,2020-06-10T00:00:00Z,0.0,889.18,1725.17,19.27,11.12,62.75,1.64
BRASILIA,2020-06-11T00:00:00Z,0.0,889.9,1512.63,19.59,11.55,63.04,1.38
BRASILIA,2020-06-12T00:00:00Z,0.0,888.72,1602.12,19.97,11.3,60.71,1.66
BRASILIA,2020-06-13T00:00:00Z,0.0,889.79,1453.66,19.66,10.82,60.12,1.64
BRASILIA,2020-06-14T00:00:00Z,0.0,890.45,1495.76,19.13,10.84,60.71,2.52
BRASILIA,2020-06-15T00:00:00Z,0.0,891.86,1572.44,18.95,11.14,61.42,3.87
BRASILIA,2020-06-16T00:00:00Z,0.0,892.71,1802.66,17.62,13.33,76.79,4.05
BRASILIA,2020-06-17T00:00:00Z,0.0,891.73,1774.59,17.52,13.21,76.58,4.1
BRASILIA,2020-06-18T00:00:00Z,0.0,891.25,1749.47,17.05,13.31,79.54,3.0
BRASILIA,2020-06-19T00:00:00Z,0.0,891.22,1759.23,18.28,12.44,70.54,2.64
BRASILIA,2020-06-20T00:00:00Z,0.0,891.47,1777.73,19.1,12.99,70.88,2.37
BRASILIA,2020-06-21T00:00:00Z,0.0,890.9,1778.33,19.77,10.01,56.33,2.82
BRASILIA,2020-06-22T00:00:00Z,0.0,890.95,1732.62,17.72,8.45,57.83,2.45
BRASILIA,2020-06-23T00:00:00Z,0.0,888.36,1747.31,18.01,9.55,59.92,2.22
BRASILIA,2020-06-24T00:00:00Z,0.0,888.08,1188.55,19.46,13.75,71.54,2.42
BRASILIA,2020-06-25T00:00:00Z,0.0,889.3,1722.28,20.18,12.45,63.04,1.81
BRASILIA,2020-06-26T00:00:00Z,0.0,888.88,1729.87,19.42,10.47,60.0,1.45
BRASILIA,2020-06-27T00:00:00Z,0.0,887.44,1732.85,19.71,9.96,56.08,1.44
BRASILIA,2020-06-28T00:00:00Z,0.0,888.76,1120.21,18.81,10.98,62.88,1.99
BRASILIA,2020-06-29T00:00:00Z,0.0,889.34,1721.19,17.93,11.67,67.79,3.0
BRASILIA,2020-06-30T00:00:00Z,0.0,888.17,1782.95,18.24,9.82,59.25,2.55
BRASILIA,2020-07-01T00:00:00Z,0.0,887.33,1795.92,18.35,10.8,65.25,1.55
BRASILIA,2020-07-02T00:00:00Z,0.0,886.92,1524.5,19.28,12.12,65.5,1.27
BRASILIA,2020-07-03T00:00:00Z,0.0,887.96,1752.48,20.09,11.35,60.79,1.43
BRASILIA,2020-07-04T00:00:00Z,0.0,888.52,1696.16,20.59,10.07,51.75,2.31
BRASILIA,2020-07-05T00:00:00Z,0.0,889.52,1569.2,19.61,11.42,60.79,2.51
BRASILIA,2020-07-06T00:00:00Z,0.0,889.67,1641.32,18.42,9.78,61.12,2.41
BRASILIA,2020-07-07T00:00:00Z,0.0,888.29,1601.82,19.45,9.7,54.5,2.43
BRASILIA,2020-07-08T00:00:00Z,0.0,888.13,1651.15,18.82,10.05,60.42,1.58
BRASILIA,2020-07-09T00:00:00Z,0.0,889.92,1840.42,19.14,9.24,56.88,1.56
BRASILIA,2020-07-10T00:00:00Z,0.0,889.69,1793.35,19.94,7.28,46.5,3.16
BRASILIA,2020-07-11T00:00:00Z,0.0,889.51,1589.21,19.85,10.26,55.33,2.38
BRASILIA,2020-07-12T00:00:00Z,0.0,889.1,1649.19,20.16,8.93,49.83,2.18
BRASILIA,2020-07-13T00:00:00Z,0.0,889.88,1647.96,18.47,8.38,56.29,1.76
BRASILIA,2020-07-14T00:00:00Z,0.0,890.48,1751.3,18.86,5.91,47.12,2.04
BRASILIA,2020-07-15T00:00:00Z,0.0,889.85,1574.1,19.94,6.42,43.83,2.72
BRASILIA,2020-07-16T00:00:00Z,0.0,890.9,1451.01,19.79,5.82,41.12,3.28
BRASILIA,2020-07-17T00:00:00Z,0.0,891.3,1624.49,18.77,8.96,54.38,2.5
BRASILIA,2020-07-18T00:00:00Z,0.0,890.67,1668.58,18.5,9.47,57.62,3.3
BRASILIA,2020-07-19T00:00:00Z,0.0,890.41,1664.53,17.42,8.18,56.12,3.18
BRASILIA,2020-07-20T00:00:00Z,0.0,890.42,1274.14,18.69,9.1,56.54,3.53
BRASILIA,2020-07-21T00:00:00Z,0.0,889.68,1502.93,18.9,10.05,58.79,2.7
BRASILIA,2020-07-22T00:00:00Z,0.0,889.08,1504.92,19.81,10.5,57.17,2.38
BRASILIA,2020-07-23T00:00:00Z,0.0,889.35,1067.91,19.06,7.73,49.58,2.45
BRASILIA,2020-07-24T00:00:00Z,0.0,889.48,1715.45,18.97,8.38,51.12,2.51
BRASILIA,2020-07-25T00:00:00Z,0.0,891.08,1576.91,19.31,10.33,57.83,2.26
BRASILIA,2020-07-26T00:00:00Z,0.0,890.82,1688.62,18.92,9.42,56.42,2.99
BRASILIA,2020-07-27T00:00:00Z,0.0,890.3,1286.46,19.3,11.02,60.92,3.15
BRASILIA,2020-07-28T00:00:00Z,0.0,890.34,1416.97,20.04,11.83,60.5,2.67
BRASILIA,2020-07-29T00:00:00Z,0.0,890.36,1303.32,21.0,8.63,48.0,2.13
BRASILIA,2020-07-30T00:00:00Z,0.0,890.5,1626.43,20.48,6.59,44.0,2.45
BRASILIA,2020-07-31T00:00:00Z,0.0,891.43,1678.95,18.5,7.14,48.29,3.56
BRASILIA,2020-08-01T00:00:00Z,0.0,892.48,1446.92,18.05,9.5,60.96,3.84
BRASILIA,2020-08-02T00:00:00Z,0.0,892.31,1421.67,18.14,9.25,58.25,3.38
BRASILIA,2020-08-03T00:00:00Z,0.0,893.85,1458.48,17.67,8.54,56.21,3.78
BRASILIA,2020-08-04T00:00:00Z,0.0,893.98,1395.72,17.27,6.08,49.54,4.07
BRASILIA,2020-08-05T00:00:00Z,0.0,893.4,710.13,16.88,7.21,54.54,4.0
BRASILIA,2020-08-06T00:00:00Z,0.0,892.8,1614.05,17.19,8.26,56.92,4.04
BRASILIA,2020-08-07T00:00:00Z,0.0,892.94,1677.09,17.28,8.23,55.92,3.57
BRASILIA,2020-08-08T00:00:00Z,0.0,893.18,1537.11,17.85,9.12,59.04,3.19
BRASILIA,2020-08-09T00:00:00Z,0.0,891.95,1481.42,18.04,8.56,55.21,2.52
BRASILIA,2020-08-10T00:00:00Z,0.0,889.55,1316.1,19.97,9.46,52.17,2.51
BRASILIA,2020-08-11T00:00:00Z,0.0,888.42,1688.72,21.18,8.72,46.54,2.45
BRASILIA,2020-08-12T00:00:00Z,0.0,887.53,1694.35,21.75,8.38,43.46,2.72
BRASILIA,2020-08-13T00:00:00Z,0.0,887.72,1722.19,21.5,8.82,45.67,2.44
BRASILIA,2020-08-14T00:00:00Z,0.0,887.22,1595.98,22.04,9.75,47.46,2.4
BRASILIA,2020-08-15T00:00:00Z,0.0,886.08,1621.12,22.11,9.48,47.79,1.72
BRASILIA,2020-08-16T00:00:00Z,0.0,886.52,1543.33,22.31,10.48,49.92,1.12
BRASILIA,2020-08-17T00:00:00Z,0.0,886.53,1465.92,23.88,9.8,42.88,1.83
BRASILIA,2020-08-18T00:00:00Z,0.0,886.07,1435.64,24.01,10.82,45.29,2.15
BRASILIA,2020-08-19T00:00:00Z,0.0,886.78,1362.28,24.15,10.5,44.04,2.29
BRASILIA,2020-08-20T00:00:00Z,0.0,887.72,1623.46,23.18,10.55,47.71,1.51
BRASILIA,2020-08-21T00:00:00Z,0.0,887.71,1605.88,22.02,11.69,53.33,2.35
BRASILIA,2020-08-22T00:00:00Z,0.0,888.39,1433.42,19.56,12.15,64.29,3.08
BRASILIA,2020-08-23T00:00:00Z,0.0,888.79,1659.79,18.62,13.02,72.46,3.0
BRASILIA,2020-08-24T00:00:00Z,0.0,888.68,1705.06,20.01,11.74,63.71,3.12
BRASILIA,2020-08-25T00:00:00Z,0.0,887.99,1727.29,19.92,9.74,54.08,2.86
BRASILIA,2020-08-26T00:00:00Z,0.0,887.8,1711.3,18.72,3.04,39.42,2.29
BRASILIA,2020-08-27T00:00:00Z,0.0,888.27,1732.12,20.14,1.35,30.46,2.68
BRASILIA,2020-08-28T00:00:00Z,0.0,888.39,1451.72,21.07,5.38,37.12,3.19
BRASILIA,2020-08-29T00:00:00Z,0.0,887.49,1655.04,21.85,7.48,41.42,2.54
BRASILIA,2020-08-30T00:00:00Z,0.0,888.24,1651.41,22.86,7.0,38.54,2.24
BRASILIA,2020-08-31T00:00:00Z,0.0,889.57,1532.73,23.8,7.42,36.04,3.03
BRASILIA,2020-09-01T00:00:00Z,0.0,890.64,1517.05,23.48,6.75,35.75,3.23
BRASILIA,2020-09-02T00:00:00Z,0.0,889.77,1781.35,21.59,6.89,40.25,3.6
BRASILIA,2020-09-03T00:00:00Z,0.0,888.75,1868.92,21.16,7.45,42.12,3.09
BRASILIA,2020-09-04T00:00:00Z,0.0,890.1,1886.98,21.85,7.48,41.5,2.61
BRASILIA,2020-09-05T00:00:00Z,0.0,889.78,1815.58,22.49,6.21,36.08,2.93
BRASILIA,2020-09-06T00:00:00Z,0.0,888.52,1516.74,22.78,7.14,37.62,2.68
BRASILIA,2020-09-07T00:00:00Z,0.0,886.69,1830.31,23.68,7.26,35.88,2.8
BRASILIA,2020-09-08T00:00:00Z,0.0,886.77,1814.84,23.48,7.22,38.17,2.09
BRASILIA,2020-09-09T00:00:00Z,0.0,888.62,1864.65,24.07,8.05,37.42,2.79
BRASILIA,2020-09-10T00:00:00Z,0.0,890.16,1885.35,23.46,5.11,32.67,2.49
BRASILIA,2020-09-11T00:00:00Z,0.0,888.44,1849.02,24.44,2.81,26.75,3.04
BRASILIA,2020-09-12T00:00:00Z,0.0,888.7,1885.14,24.02,3.88,27.79,3.3
BRASILIA,2020-09-13T00:00:00Z,0.0,889.42,1870.48,22.82,6.03,35.29,3.58
BRASILIA,2020-09-14T00:00:00Z,0.0,890.88,1938.92,22.44,8.39,42.12,2.14
BRASILIA,2020-09-15T00:00:00Z,0.0,889.35,1960.99,24.01,6.05,33.5,3.03
BRASILIA,2020-09-16T00:00:00Z,0.0,888.24,1894.47,23.0,5.55,32.96,2.61
BRASILIA,2020-09-17T00:00:00Z,0.0,887.68,1702.28,23.38,6.77,36.46,2.11
BRASILIA,2020-09-18T00:00:00Z,0.0,886.65,1786.68,24.7,7.37,36.46,1.31
BRASILIA,2020-09-19T00:00:00Z,0.0,886.4,1462.02,26.05,6.42,30.79,1.39
BRASILIA,2020-09-20T00:00:00Z,0.0,885.54,1764.56,26.53,5.82,28.92,1.65
BRASILIA,2020-09-21T00:00:00Z,25.4,885.99,1867.56,23.25,11.23,50.75,2.31
BRASILIA,2020-09-22T00:00:00Z,1.8,888.74,2019.29,20.17,14.94,72.42,2.34
BRASILIA,2020-09-23T00:00:00Z,2.6,890.8,2059.31,19.35,16.07,81.79,2.13
BRASILIA,2020-09-24T00:00:00Z,0.0,890.14,1259.6,21.33,15.78,73.38,3.1
BRASILIA,2020-09-25T00:00:00Z,0.0,888.76,656.79,23.33,12.62,54.33,2.52
BRASILIA,2020-09-26T00:00:00Z,0.0,887.2,1426.24,24.3,8.28,39.5,2.48
BRASILIA,2020-09-27T00:00:00Z,0.0,886.26,1404.93,25.69,6.82,32.75,1.79
BRASILIA,2020-09-28T00:00:00Z,0.0,886.3,1844.41,25.9,5.7,30.21,1.74
BRASILIA,2020-09-29T00:00:00Z,0.0,887.03,1629.97,26.26,4.71,28.58,2.22
BRASILIA,2020-09-30T00:00:00Z,0.0,887.4,2001.56,27.54,4.62,23.75,3.03
BRASILIA,2020-10-01T00:00:00Z,0.0,886.55,2186.48,26.78,7.02,30.17,3.02
BRASILIA,2020-10-02T00:00:00Z,0.0,886.23,2143.06,26.38,4.29,26.38,2.53
BRASILIA,2020-10-03T00:00:00Z,0.0,886.29,2076.66,26.82,4.6,26.12,1.93
BRASILIA,2020-10-04T00:00:00Z,0.0,886.14,1523.27,27.35,4.05,25.96,2.12
BRASILIA,2020-10-05T00:00:00Z,0.0,886.74,1279.6,27.36,4.37,23.5,3.07
BRASILIA,2020-10-06T00:00:00Z,0.0,887.14,1393.73,27.25,7.93,30.92,2.49
BRASILIA,2020-10-07T00:00:00Z,0.0,888.08,1629.19,27.75,7.07,30.38,2.27
BRASILIA,2020-10-08T00:00:00Z,0.0,887.1,1484.85,28.05,5.55,26.38,1.48
BRASILIA,2020-10-09T00:00:00Z,0.0,885.36,1907.87,27.62,7.42,28.83,1.95
BRASILIA,2020-10-10T00:00:00Z,0.0,885.07,1245.81,27.12,12.87,42.54,2.42
BRASILIA,2020-10-11T00:00:00Z,0.0,887.0,1626.16,22.27,15.98,68.71,3.07
BRASILIA,2020-10-12T00:00:00Z,0.0,887.77,2052.53,23.4,15.12,63.0,1.87
BRASILIA,2020-10-13T00:00:00Z,0.0,887.13,1939.61,23.2,15.24,62.54,2.09
BRASILIA,2020-10-14T00:00:00Z,5.0,886.83,1982.5,22.82,15.73,66.71,2.1
BRASILIA,2020-10-15T00:00:00Z,0.0,886.58,1891.47,23.7,14.12,57.88,1.63
BRASILIA,2020-10-16T00:00:00Z,0.0,887.17,1795.83,24.76,13.77,53.12,2.3
BRASILIA,2020-10-17T00:00:00Z,0.0,886.57,2043.98,24.93,13.43,52.12,2.82
BRASILIA,2020-10-18T00:00:00Z,41.6,885.16,2099.13,23.8,14.69,58.88,2.92
BRASILIA,2020-10-19T00:00:00Z,31.6,886.58,1470.71,19.01,17.5,91.04,2.43
BRASILIA,2020-10-20T00:00:00Z,2.8,888.07,677.62,19.83,17.34,86.0,2.43
BRASILIA,2020-10-21T00:00:00Z,1.6,888.27,1324.38,20.81,17.48,83.29,1.92
BRASILIA,2020-10-22T00:00:00Z,1.4,887.15,1216.66,21.78,17.55,78.04,1.71
BRASILIA,2020-10-23T00:00:00Z,9.0,886.68,1070.74,20.79,17.14,80.54,2.53
BRASILIA,2020-10-24T00:00:00Z,20.4,885.87,1562.68,20.12,17.58,85.75,2.64
BRASILIA,2020-10-25T00:00:00Z,0.0,884.78,1729.54,22.13,16.83,73.83,3.21
BRASILIA,2020-10-26T00:00:00Z,13.2,884.0,867.74,20.95,17.88,82.92,2.22
BRASILIA,2020-10-27T00:00:00Z,6.8,882.5,1617.92,22.08,17.26,76.5,2.15
BRASILIA,2020-10-28T00:00:00Z,0.4,883.16,1474.32,20.84,17.56,82.29,2.04
BRASILIA,2020-10-29T00:00:00Z,0.0,884.17,1425.07,22.14,16.61,73.88,1.59
BRASILIA,2020-10-30T00:00:00Z,29.4,884.74,2025.38,22.28,17.65,76.5,1.79
BRASILIA,2020-10-31T00:00:00Z,6.0,885.15,1751.32,20.21,18.26,88.67,2.21
BRASILIA,2020-11-01T00:00:00Z,7.6,884.04,1516.28,19.87,17.44,86.46,1.74
BRASILIA,2020-11-02T00:00:00Z,0.4,883.03,1942.03,20.75,17.2,81.83,1.97
BRASILIA,2020-11-03T00:00:00Z,79.0,884.25,1152.87,19.33,16.82,86.5,1.98
BRASILIA,2020-11-04T00:00:00Z,0.2,885.62,897.96,20.51,16.24,78.42,1.48
